rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
6031,7269881,K02916.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,0.306937807,3.33e-07,-3.33e-07,131.635518,0.0009,-0.0009,2454964.636,0.0009,-0.0009,0.0,,,,,,0.005,0.45,-0.005,0.5925,0.0394,-0.0394,,,,119.2,5.1,-5.1,0.010129,0.001586,-0.000682,13.24382,16.942,-1.95305,LS+MCMC,0.82,0.09,-0.07,0.0081,,,89.92,,,2142.0,,,5019.53,1934.52,-1288.18,4.04,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1646,0.5508,q1_q17_dr25_koi,3.8785238,13.88336,29.3,1,2173.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9825,Mandel and Agol (2002 ApJ 580 171),,,007/007269/007269881/dv/kplr007269881-20160209194854_dvr.pdf,007/007269/007269881/dv/kplr007269881-001-20160209194854_dvs.pdf,5088.0,153.0,-138.0,4.58,0.044,-0.061,-0.18,0.3,-0.3,0.741,0.081,-0.066,0.762,0.088,-0.066,,,,q1_q17_dr25_stellar,287.73572,42.823421,14.409,15.114,14.355,14.107,13.993,12.936,12.503,12.402,0.013,19.182428,1.6e-05,42.82344,0.00021,1.82,0.64,0.07,0.74,-0.000138,5.8e-05,-1e-05,6.7e-05,-0.12,0.29,-0.31,0.23,0.33,0.29,0.1,0.25,-0.43,0.2,0.44,0.21
6032,6974658,K02925.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,0.716531851,1.284e-06,-1.284e-06,131.7213,0.00147,-0.00147,2454964.721,0.00147,-0.00147,0.0,,,,,,0.887,0.075,-0.624,0.655,0.114,-0.114,,,,78.9,6.3,-6.3,0.009893,0.000392,-0.001756,2.60706,69.98737,-1.39817,LS+MCMC,1.11,0.33,-0.2,0.0149,,,77.61,,,2034.0,,,4063.57,3514.37,-1622.22,4.14,2.1,-2.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2396,0.4415,q1_q17_dr25_koi,3.594078,14.491311,17.9,1,1868.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8705,Mandel and Agol (2002 ApJ 580 171),,,006/006974/006974658/dv/kplr006974658-20160209194854_dvr.pdf,006/006974/006974658/dv/kplr006974658-001-20160209194854_dvs.pdf,5552.0,149.0,-149.0,4.349,0.18,-0.198,-0.06,0.3,-0.25,1.03,0.304,-0.187,0.863,0.122,-0.071,,,,q1_q17_dr25_stellar,298.29819,42.434368,13.458,14.017,13.385,13.218,13.106,12.151,11.801,11.729,0.165,19.886543,1.8e-05,42.43418,0.00018,-0.13,0.72,-0.7,0.64,2e-06,5e-05,4.4e-05,4.5e-05,-0.43,0.33,-0.14,0.39,0.45,0.34,-0.62,0.33,-0.16,0.27,0.64,0.33
6033,10964265,K02934.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,0.637487312,1.48e-06,-1.48e-06,131.97829,0.00203,-0.00203,2454964.978,0.00203,-0.00203,0.0,,,,,,0.81,0.167,-0.575,1.9626,0.0876,-0.0876,,,,211.3,10.4,-10.4,0.014823,0.004184,-0.001484,0.25235,0.58705,-0.02796,LS+MCMC,1.75,0.56,-0.23,0.0147,,,62.54,,,2334.0,,,7053.67,6525.9,-2444.51,1.757,0.817,-0.817,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.302,0.319,q1_q17_dr25_koi,3.2921293,12.071014,25.0,1,781.0,1.0,q1_q17_dr25_tce,11100000000011101000000000000000,0.8069,Mandel and Agol (2002 ApJ 580 171),,,010/010964/010964265/dv/kplr010964265-20160209194854_dvr.pdf,010/010964/010964265/dv/kplr010964265-001-20160209194854_dvs.pdf,6173.0,166.0,-203.0,4.39,0.09,-0.21,-0.1,0.25,-0.3,1.083,0.342,-0.147,1.045,0.169,-0.127,,,,q1_q17_dr25_stellar,285.5463,48.410851,15.315,15.743,15.253,15.131,15.053,14.154,13.854,13.865,0.0,19.03622,3.7e-05,48.41341,0.00037,-7.1,1.3,9.2,1.3,0.00081,0.00015,-0.00105,0.00015,-0.36,0.11,5.07,0.1,5.09,0.1,-0.36,0.11,4.88,0.1,4.9,0.1
6034,8672910,K00918.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,5.71489488,1.377e-05,-1.377e-05,134.87432,0.00199,-0.00199,2454967.874,0.00199,-0.00199,0.0,,,,,,0.0125,0.4255,-0.0124,2.0705,0.0547,-0.0547,,,,292.5,15.3,-15.3,0.015473,0.000715,-0.00045,5.69153,0.38507,-1.86314,MCMC,1.41,0.59,-0.11,0.0606,,,89.95,,,908.0,,,160.68,205.76,-37.5,21.42,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2448,0.4327,q1_q16_koi,,,21.2,2,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5552.0,166.0,-145.0,4.555,0.029,-0.282,-0.08,0.28,-0.26,0.833,0.353,-0.064,0.909,0.091,-0.082,,,,stellar_q1_q16,283.97751,44.811562,15.011,15.575,14.926,14.77,14.632,13.685,13.283,13.222,,,,,,,,,,,,,,,,,,,,,,,,,
6035,3233043,K00966.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,7.76967007,,,133.0900444,,,2454966.09,,,,,,,,,,,,4.74,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.91119,38.335579,13.787,14.533,13.726,13.467,13.314,12.25,11.766,11.66,,,,,,,,,,,,,,,,,,,,,,,,,
6036,7269493,K01961.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,76.642481,0.002406,-0.002406,143.224,0.0308,-0.0308,2454976.224,0.0308,-0.0308,0.0,,,,,,0.1653,0.2716,-0.1653,5.476,0.807,-0.807,,,,64.5,10.2,-10.2,0.007287,0.000788,-0.000511,3.86123,2.60941,-2.39057,MCMC,1.36,0.84,-0.57,0.3477,,,89.95,,,542.0,,,20.44,39.47,-14.22,106.2,35.9,-35.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2522,0.4218,q1_q16_koi,,,7.6,2,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5537.0,169.0,-140.0,3.949,0.442,-0.298,-0.2,0.34,-0.26,1.714,1.049,-0.719,0.954,0.239,-0.101,,,,stellar_q1_q16,287.57117,42.813919,12.852,13.417,12.799,12.61,12.501,11.542,11.23,11.119,,,,,,,,,,,,,,,,,,,,,,,,,
6037,9634821,K02037.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,5.47715718,2.123e-05,-2.123e-05,352.84857,0.00283,-0.00283,2455185.849,0.00283,-0.00283,0.0,,,,,,0.244,0.23,-0.244,1.3849,0.0948,-0.0948,,,,568.4,40.7,-40.7,0.021373,0.001227,-0.001161,16.9758,4.10154,-7.64021,LS+MCMC,2.17,1.12,-0.34,0.0576,,,89.53,,,892.0,,,149.23,249.82,-56.64,29.97,7.2,-7.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1324,0.6039,q1_q17_dr25_koi,4.2797914,22.757454,16.7,3,207.0,2.0,q1_q17_dr25_tce,11111111111111000000000000000,0.2837,Mandel and Agol (2002 ApJ 580 171),,,009/009634/009634821/dv/kplr009634821-20160209194854_dvr.pdf,009/009634/009634821/dv/kplr009634821-002-20160209194854_dvs.pdf,5029.0,192.0,-174.0,4.429,0.13,-0.416,0.48,0.05,-0.25,0.93,0.481,-0.144,0.847,0.068,-0.049,,,,q1_q17_dr25_stellar,284.34274,46.316551,15.213,16.038,15.092,14.859,14.696,13.661,13.175,13.016,0.0,18.956171,7.9e-06,46.3167,0.00013,-0.41,0.29,0.54,0.46,-0.00016,0.00017,0.00151,0.00027,2.55,0.21,-9.48,0.17,9.81,0.18,-0.26,0.19,0.13,0.17,0.29,0.19
6038,8753896,K02473.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,73.45736853,,,373.2353172,,,2455206.235,,,,,,,,,,,,5.28,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.95999,44.900021,15.77,16.437,15.718,15.484,15.34,14.417,13.903,13.896,,,,,,,,,,,,,,,,,,,,,,,,,
6039,11074835,K02533.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,9.49361221,,,136.1777807,,,2454969.178,,,,,,,,,,,,6.52,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.71564,48.645279,13.274,13.991,13.23,12.967,12.845,11.843,11.333,11.242,,,,,,,,,,,,,,,,,,,,,,,,,
6040,10812504,K02570.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,4.4296786,,,133.1491002,,,2454966.149,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.29269,48.11438,15.577,16.968,15.593,14.981,14.576,13.325,12.703,12.535,,,,,,,,,,,,,,,,,,,,,,,,,
6041,9827149,K02586.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,5.9703813,0.0001085,-0.0001085,356.5416,0.0111,-0.0111,2455189.542,0.0111,-0.0111,0.0,,,,,,0.8826,0.0472,-0.619,0.669,0.361,-0.361,,,,210.3,35.9,-35.9,0.016021,0.015179,-0.005777,21.48699,0.34731,-15.27464,MCMC,1.69,0.79,-0.13,0.0662,,,88.81,,,981.0,,,218.94,314.73,-58.15,34.338,0.555,-0.555,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2634,0.4057,q1_q16_koi,,,5.5,2,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5825.0,175.0,-210.0,4.504,0.033,-0.325,0.21,0.17,-0.27,0.965,0.455,-0.075,1.083,0.201,-0.135,,,,stellar_q1_q16,290.17618,46.698341,15.545,16.104,15.483,15.306,15.232,14.318,13.941,13.852,,,,,,,,,,,,,,,,,,,,,,,,,
6042,9602613,K02612.02,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,7.57299816,6.315e-05,-6.315e-05,131.94317,0.00618,-0.00618,2454964.943,0.00618,-0.00618,0.0,,,,,,0.411,0.043,-0.411,2.645,0.192,-0.192,,,,30.2,3.1,-3.1,0.005049,0.000282,-0.000339,2.6673,1.49146,-0.9832,LS+MCMC,0.53,0.06,-0.05,0.0738,,,88.83,,,875.0,,,138.36,44.63,-30.35,20.07,5.6,-5.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.224,0.4695,q1_q17_dr25_koi,3.5794494,8.334758,10.9,2,128.0,2.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.696,Mandel and Agol (2002 ApJ 580 171),,,009/009602/009602613/dv/kplr009602613-20160209194854_dvr.pdf,009/009602/009602613/dv/kplr009602613-002-20160209194854_dvs.pdf,5495.0,74.0,-82.0,4.442,0.072,-0.099,0.16,0.15,-0.15,0.961,0.115,-0.086,0.932,0.052,-0.047,,,,q1_q17_dr25_stellar,297.14883,46.296951,11.83,12.363,11.766,11.602,11.529,10.615,10.275,10.185,0.207,19.809887,3e-05,46.29709,0.00028,-1.3,1.1,0.5,1.0,3.7e-05,3.5e-05,-1.8e-05,3.1e-05,1.2,1.0,0.1,0.82,1.2,1.1,1.21,0.94,0.08,0.76,1.22,0.98
6043,7584650,K02631.02,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,3.95383243,,,133.4182993,,,2454966.418,,,,,,,,,,,,2.37,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.23969,43.244049,13.468,13.871,13.429,13.295,13.263,12.36,12.077,12.039,,,,,,,,,,,,,,,,,,,,,,,,,
6044,9758089,K01871.02,Kepler-1996 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,32.376183,0.0001311,-0.0001311,150.41557,0.00311,-0.00311,2454983.416,0.00311,-0.00311,0.0,,,,,,0.896,0.009,-0.61,4.4639,0.0792,-0.0792,,,,745.4,24.1,-24.1,0.030674,0.000876,-0.005823,0.40572,3.17757,-0.02094,LS+MCMC,2.26,0.16,-0.07,0.1789,,,88.18,,,392.0,,,5.61,1.32,-0.76,28.2,13.8,-13.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.0656,0.6854,q1_q17_dr25_koi,6.64791,26.325363,34.2,2,39.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.8482,Mandel and Agol (2002 ApJ 580 171),,,009/009758/009758089/dv/kplr009758089-20160209194854_dvr.pdf,009/009758/009758089/dv/kplr009758089-002-20160209194854_dvs.pdf,4580.0,92.0,-92.0,4.641,0.012,-0.045,0.08,0.15,-0.15,0.675,0.046,-0.021,0.748,0.027,-0.043,,,,q1_q17_dr25_stellar,285.25366,46.582191,14.897,15.858,14.819,14.485,14.296,13.213,12.636,12.53,0.0,19.0168956,6.9e-06,46.582429,7.1e-05,-0.53,0.26,0.86,0.25,-0.00088,0.0002,0.00062,0.00021,3.49,0.36,-2.87,0.38,4.52,0.5,0.14,0.11,0.16,0.19,0.21,0.16
6045,10005758,K01783.02,Kepler-1662 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,284.063137,0.001795,-0.001795,200.83619,0.00336,-0.00336,2455033.836,0.00336,-0.00336,0.0,,,,,,0.888,0.065,-0.015,8.297,0.55,-0.55,,,,1628.1,49.6,-49.6,0.043589,0.003956,-0.002147,0.69068,0.04573,-0.51343,LS+MCMC,6.36,0.99,-1.22,0.8453,,,89.65,,,321.0,,,2.51,1.13,-0.98,143.36,9.5,-9.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2678,0.3958,q1_q17_dr25_koi,32.993294,58.095493,53.5,2,5.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0517,Mandel and Agol (2002 ApJ 580 171),,,010/010005/010005758/dv/kplr010005758-20160209194854_dvr.pdf,010/010005/010005758/dv/kplr010005758-002-20160209194854_dvs.pdf,5791.0,117.0,-105.0,4.185,0.182,-0.098,0.02,0.15,-0.15,1.336,0.209,-0.256,0.996,0.093,-0.07,,,,q1_q17_dr25_stellar,289.34143,46.988239,13.929,14.293,13.883,13.774,13.75,12.917,12.654,12.621,0.016,19.2894327,7e-06,46.988282,6.3e-05,0.17,0.26,0.15,0.23,0.0001,0.00045,-0.0006,0.00043,-0.19,0.16,-0.02,0.33,0.19,0.16,-0.03,0.17,-0.24,0.3,0.24,0.3
6046,9823564,K02940.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,129.68366098,,,244.8914,,,2455077.891,,,,,,,,,,,,7.86,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,q1_q16_koi,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.28134,46.637909,15.705,16.186,15.625,15.498,15.424,14.505,14.105,14.049,,,,,,,,,,,,,,,,,,,,,,,,,
6047,9532424,K02941.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,4.30908594,1.554e-05,-1.554e-05,134.70804,0.00287,-0.00287,2454967.708,0.00287,-0.00287,0.0,,,,,,0.871,0.065,-0.635,1.52,0.103,-0.103,,,,160.8,11.8,-11.8,0.013553,0.001635,-0.002035,1.4492,10.10851,-1.02063,LS+MCMC,1.62,0.44,-0.29,0.0515,,,85.56,,,1172.0,,,445.13,355.98,-181.14,11.25,5.6,-5.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2602,0.4096,q1_q17_dr25_koi,3.8524215,13.953673,17.0,1,307.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3365,Mandel and Agol (2002 ApJ 580 171),,,009/009532/009532424/dv/kplr009532424-20160209194854_dvr.pdf,009/009532/009532424/dv/kplr009532424-001-20160209194854_dvs.pdf,5754.0,156.0,-173.0,4.348,0.149,-0.182,0.06,0.25,-0.3,1.097,0.298,-0.199,0.976,0.125,-0.102,,,,q1_q17_dr25_stellar,294.29269,46.159409,14.562,15.112,14.493,14.326,14.214,13.333,12.942,12.907,0.0,19.619274,2.3e-05,46.17628,0.00029,-8.95,0.86,60.7,1.0,0.00128,0.00012,-0.00857,0.00015,-2.015,0.068,9.119,0.076,9.339,0.075,-1.893,0.069,9.069,0.081,9.265,0.08
6048,9950316,K02947.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,0,0,0,q1_q17_dr25_sup_koi,,57.104588,0.004154,-0.004154,151.083,0.0389,-0.0389,2454984.083,0.0389,-0.0389,0.0,,,,,,0.087,0.3753,-0.0869,11.5,1.6,-1.6,,,,144.3,18.8,-18.8,0.010881,0.001137,-0.000549,0.32384,0.07518,-0.23744,MCMC,0.98,0.31,-0.08,0.2805,,,89.95,,,425.0,,,7.74,7.27,-1.87,38.22,8.9,-8.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2585,0.4085,q1_q16_koi,,,9.3,1,,,,,,Mandel and Agol (2002 ApJ 580 171),,,,,5637.0,147.0,-147.0,4.564,0.031,-0.215,-0.18,0.28,-0.28,0.821,0.265,-0.067,0.902,0.085,-0.098,,,,stellar_q1_q16,291.38715,46.88168,14.54,15.051,14.482,14.321,14.25,13.317,12.991,12.944,,,,,,,,,,,,,,,,,,,,,,,,,
6049,6028860,K02950.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,0.422015793,6e-08,-6e-08,131.747838,0.000122,-0.000122,2454964.748,0.000122,-0.000122,0.0,,,,,,1.017,0.074,-0.029,1.23416,0.00977,-0.00977,,,,1291.9,5.7,-5.7,0.078833,0.058662,-0.025072,0.29261,0.00953,-0.00575,LS+MCMC,6.69,1.57,-0.53,0.0104,,,43.5,,,2136.0,,,4962.18,3449.39,-1186.68,1.4018,0.0457,-0.0457,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,q1_q17_dr25_koi,5.341758,29.166555,304.4,1,1404.0,1.0,q1_q17_dr25_tce,11101110111111111000000000000000,0.9464,Mandel and Agol (2002 ApJ 580 171),,,006/006028/006028860/dv/kplr006028860-20160209194854_dvr.pdf,006/006028/006028860/dv/kplr006028860-001-20160209194854_dvs.pdf,5614.0,152.0,-152.0,4.587,0.038,-0.152,-0.34,0.3,-0.3,0.777,0.182,-0.061,0.858,0.089,-0.089,,,,q1_q17_dr25_stellar,286.92056,41.371151,14.403,14.929,14.347,14.177,14.07,13.116,12.766,12.727,0.0,19.1280215,5.8e-06,41.37099,6.6e-05,-0.67,0.24,-0.58,0.24,0.000177,7e-05,0.000196,7.1e-05,-0.23,0.074,-0.146,0.077,0.272,0.075,-0.34,0.074,-0.078,0.079,0.349,0.074
6050,6778019,K02953.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,1,1,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET---EPHEM_MATCH,0.945825494,3.275e-06,-3.275e-06,131.62223,0.00291,-0.00291,2454964.622,0.00291,-0.00291,0.0,,,,,,0.522,0.0,-0.474,1.8496,0.0879,-0.0879,,,,104.7,5.6,-5.6,0.009649,0.000157,-0.000545,0.87041,0.63098,-0.09026,LS+MCMC,1.14,0.38,-0.12,0.0199,,,81.3,,,1989.0,,,3715.61,3586.43,-1187.79,3.45,1.3,-1.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2826,0.3729,q1_q17_dr25_koi,3.8823009,15.741236,22.1,1,1416.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5713,Mandel and Agol (2002 ApJ 580 171),,,006/006778/006778019/dv/kplr006778019-20160209194854_dvr.pdf,006/006778/006778019/dv/kplr006778019-001-20160209194854_dvs.pdf,6116.0,169.0,-232.0,4.44,0.054,-0.216,0.21,0.15,-0.35,1.084,0.355,-0.118,1.181,0.136,-0.166,,,,q1_q17_dr25_stellar,292.01581,42.286572,14.762,15.247,14.713,14.555,14.516,13.646,13.365,13.222,0.0,19.467794,1.3e-05,42.28759,0.00014,2.95,0.53,3.67,0.52,-0.000376,5.5e-05,-0.000316,5.5e-05,5.48,0.36,3.86,0.24,6.7,0.37,5.35,0.4,3.94,0.24,6.64,0.4
6051,4571536,K02954.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---CENT_FEW_MEAS,0.676715927,2.116e-06,-2.116e-06,131.7606,0.00263,-0.00263,2454964.761,0.00263,-0.00263,0.0,,,,,,0.652,0.048,-0.48,0.63,0.106,-0.106,,,,264.5,24.5,-24.5,0.016128,0.001796,-0.001587,11.0654,40.51807,-10.7693,LS+MCMC,1.29,0.18,-0.13,0.0135,,,84.2,,,1735.0,,,2135.8,1069.3,-627.68,6.45,3.0,-3.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2337,0.4535,q1_q17_dr25_koi,3.1867714,11.980936,14.5,1,1279.0,1.0,q1_q17_dr25_tce,11011101110111000000000000000,0.9052,Mandel and Agol (2002 ApJ 580 171),,,004/004571/004571536/dv/kplr004571536-20160209194854_dvr.pdf,004/004571/004571536/dv/kplr004571536-001-20160209194854_dvs.pdf,5334.0,204.0,-185.0,4.56,0.075,-0.075,-0.52,0.3,-0.3,0.733,0.1,-0.072,0.712,0.095,-0.044,,,,q1_q17_dr25_stellar,294.34518,39.683929,15.713,16.388,15.705,15.424,15.295,14.289,13.833,13.673,0.014,19.62291,2.2e-05,39.68375,0.00018,-4.2,0.9,-0.66,0.64,0.00031,0.00016,0.0,0.00012,,,,,,,-2.9,1.1,0.5,1.0,2.99,0.95
6052,10904004,K02957.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,4.64490141,3.836e-05,-3.836e-05,133.67436,0.00786,-0.00786,2454966.674,0.00786,-0.00786,0.0,,,,,,0.058,0.39,-0.058,2.456,0.211,-0.211,,,,106.4,11.0,-11.0,0.009096,0.000723,-0.000496,2.7116,0.78192,-1.31418,LS+MCMC,0.76,0.03,-0.04,0.0495,,,89.77,,,832.0,,,113.62,16.03,-20.11,14.57,4.2,-4.2,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1054,0.6323,q1_q17_dr25_koi,3.5822954,9.897532,11.7,1,289.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6673,Mandel and Agol (2002 ApJ 580 171),,,010/010904/010904004/dv/kplr010904004-20160209194854_dvr.pdf,010/010904/010904004/dv/kplr010904004-001-20160209194854_dvs.pdf,4786.0,76.0,-85.0,4.54,0.052,-0.017,0.12,0.15,-0.15,0.77,0.027,-0.046,0.751,0.045,-0.026,,,,q1_q17_dr25_stellar,282.34305,48.340778,14.48,15.251,14.458,14.15,14.017,12.971,12.421,12.321,0.006,18.822907,3.5e-05,48.34046,0.00034,1.3,1.2,-1.2,1.2,-0.00018,0.00014,0.0002,0.00013,0.75,0.73,1.41,0.67,1.59,0.81,0.74,0.81,1.91,0.71,2.05,0.86
